complaint_id,order_id,complaint_type,resolution_time
2962,34438,Missing Item,54
2963,73674,Wrong Item,55
2964,90999,Cold Food,33
2965,94878,Late Delivery,11
2966,66661,Cold Food,33
2967,20873,Cold Food,18
2968,44120,Missing Item,22
2969,99551,Cold Food,28
2970,18956,Wrong Item,3
2971,57325,Cold Food,10
2972,12065,Wrong Item,4
2973,6570,Late Delivery,14
2974,78558,Late Delivery,65
2975,3220,Cold Food,67
2976,67600,Late Delivery,53
2977,34084,Late Delivery,2
2978,52530,Wrong Item,71
2979,31267,Cold Food,28
2980,52760,Cold Food,48
2981,86840,Wrong Item,44
2982,480,Missing Item,19
2983,75414,Cold Food,39
2984,19159,Late Delivery,67
2985,49141,Missing Item,46
2986,78044,Missing Item,53
2987,35565,Late Delivery,43
2988,7282,Missing Item,8
2989,15657,Cold Food,7
2990,75293,Missing Item,16
2991,42904,Late Delivery,68
2992,75158,Cold Food,30
2993,41522,Wrong Item,2
2994,69808,Missing Item,57
2995,25971,Cold Food,66
2996,99255,Missing Item,63
2997,16598,Late Delivery,58
2998,49325,Missing Item,61
2999,21222,Missing Item,63
3000,11886,Wrong Item,67
3001,82222,Wrong Item,30
3002,89813,Wrong Item,57
3003,57565,Cold Food,58
3004,30520,Missing Item,64
3005,86287,Wrong Item,58
3006,70514,Wrong Item,11
3007,48234,Missing Item,11
3008,23195,Late Delivery,70
3009,32226,Cold Food,53
3010,98076,Late Delivery,25
3011,69116,Cold Food,8
3012,99905,Missing Item,49
3013,77850,Late Delivery,20
3014,68007,Wrong Item,28
3015,82452,Wrong Item,66
3016,1176,Wrong Item,68
3017,65597,Late Delivery,35
3018,36891,Missing Item,23
3019,79476,Wrong Item,7
3020,39675,Cold Food,49
3021,39791,Missing Item,57
3022,51834,Cold Food,11
3023,5437,Wrong Item,13
3024,55081,Wrong Item,68
3025,33068,Late Delivery,53
3026,69791,Missing Item,60
3027,34406,Wrong Item,38
3028,36920,Missing Item,21
3029,57211,Missing Item,6
3030,81897,Cold Food,37
3031,98477,Wrong Item,35
3032,46873,Missing Item,27
3033,63323,Cold Food,22
3034,97531,Cold Food,5
3035,42208,Cold Food,61
3036,8921,Late Delivery,5
3037,74121,Late Delivery,11
3038,51080,Cold Food,23
3039,26833,Cold Food,68
3040,44199,Cold Food,3
3041,47693,Late Delivery,62
3042,70353,Cold Food,6
3043,72940,Wrong Item,41
3044,29778,Wrong Item,56
3045,6667,Wrong Item,47
3046,61853,Late Delivery,61
3047,65807,Missing Item,51
3048,23529,Cold Food,58
3049,17145,Late Delivery,42
3050,44006,Late Delivery,71
3051,43367,Cold Food,15
3052,20295,Late Delivery,67
3053,15021,Wrong Item,20
3054,57919,Cold Food,52
3055,29000,Missing Item,16
3056,49811,Missing Item,45
3057,16338,Cold Food,47
3058,41043,Wrong Item,38
3059,54711,Missing Item,33
3060,87342,Cold Food,56
3061,86916,Missing Item,29
3062,15435,Cold Food,1
3063,41341,Wrong Item,66
3064,71516,Cold Food,65
3065,93426,Late Delivery,60
3066,48273,Cold Food,36
3067,99428,Cold Food,8
3068,14647,Cold Food,51
3069,94574,Late Delivery,16
3070,38842,Wrong Item,65
3071,55821,Late Delivery,30
3072,94665,Cold Food,33
3073,81652,Missing Item,40
3074,12272,Late Delivery,23
3075,12107,Late Delivery,9
3076,35235,Cold Food,68
3077,44524,Missing Item,55
3078,81867,Wrong Item,33
3079,16234,Missing Item,25
3080,61314,Late Delivery,61
3081,19694,Wrong Item,33
3082,64951,Wrong Item,41
3083,23472,Cold Food,70
3084,75765,Late Delivery,51
3085,44566,Wrong Item,3
3086,72796,Cold Food,42
3087,42192,Wrong Item,51
3088,21620,Wrong Item,37
3089,29705,Late Delivery,35
3090,10362,Late Delivery,40
3091,90862,Cold Food,27
3092,68082,Cold Food,40
3093,67271,Cold Food,16
3094,69570,Cold Food,19
3095,58414,Missing Item,43
3096,79988,Late Delivery,23
3097,91907,Cold Food,70
3098,60459,Missing Item,13
3099,85013,Late Delivery,67
3100,32846,Wrong Item,28
3101,44465,Late Delivery,6
3102,38854,Wrong Item,31
3103,38906,Cold Food,42
3104,44366,Wrong Item,24
3105,24062,Wrong Item,5
3106,78652,Missing Item,17
3107,93759,Missing Item,18
3108,84057,Wrong Item,24
3109,6692,Cold Food,65
3110,734,Cold Food,47
3111,37006,Wrong Item,58
3112,64451,Cold Food,62
3113,15037,Cold Food,44
3114,48633,Cold Food,8
3115,569,Late Delivery,6
3116,64628,Missing Item,12
3117,88635,Cold Food,26
3118,51561,Cold Food,43
3119,12110,Cold Food,20
3120,31547,Late Delivery,8
3121,66584,Late Delivery,71
3122,44942,Late Delivery,31
3123,45632,Missing Item,1
3124,11552,Missing Item,26
3125,96866,Wrong Item,55
3126,13135,Wrong Item,56
3127,79590,Late Delivery,54
3128,96931,Wrong Item,60
3129,74714,Cold Food,45
3130,31140,Missing Item,57
3131,5030,Cold Food,66
3132,15789,Wrong Item,45
3133,40810,Wrong Item,20
3134,68428,Late Delivery,62
3135,1066,Late Delivery,10
3136,58677,Wrong Item,63
3137,77214,Late Delivery,62
3138,73698,Missing Item,3
3139,29597,Late Delivery,1
3140,19763,Late Delivery,48
3141,4971,Late Delivery,20
3142,83312,Wrong Item,67
3143,84303,Missing Item,16
3144,26896,Wrong Item,54
3145,11080,Wrong Item,50
3146,21393,Cold Food,68
3147,37435,Wrong Item,20
3148,86122,Missing Item,34
3149,82211,Wrong Item,7
3150,54046,Cold Food,64
3151,86931,Wrong Item,9
3152,25099,Late Delivery,15
3153,19313,Wrong Item,55
3154,1418,Cold Food,43
3155,53168,Missing Item,66
3156,28603,Missing Item,19
3157,68128,Wrong Item,7
3158,41638,Wrong Item,44
3159,83329,Missing Item,56
3160,57235,Wrong Item,39
3161,19998,Cold Food,20
3162,89960,Late Delivery,67
3163,73006,Missing Item,44
3164,10479,Wrong Item,59
3165,59910,Late Delivery,22
3166,13942,Cold Food,66
3167,45142,Missing Item,4
3168,82657,Missing Item,40
3169,22937,Late Delivery,66
3170,21173,Cold Food,15
3171,76985,Late Delivery,46
3172,87458,Late Delivery,10
3173,24108,Cold Food,46
3174,9273,Wrong Item,2
3175,71047,Cold Food,14
3176,37370,Wrong Item,69
3177,20919,Late Delivery,26
3178,2936,Missing Item,19
3179,35155,Wrong Item,7
3180,94024,Wrong Item,50
3181,92884,Late Delivery,37
3182,47342,Wrong Item,12
3183,40289,Cold Food,39
3184,90885,Wrong Item,25
3185,5156,Late Delivery,52
3186,48009,Late Delivery,53
3187,56509,Late Delivery,9
3188,69405,Wrong Item,15
3189,84074,Wrong Item,34
3190,39086,Late Delivery,41
3191,21710,Missing Item,20
3192,35798,Wrong Item,21
3193,72398,Cold Food,16
3194,16199,Late Delivery,59
3195,65379,Wrong Item,1
3196,79764,Missing Item,18
3197,95466,Wrong Item,71
3198,75847,Wrong Item,36
3199,75777,Wrong Item,60
3200,86734,Late Delivery,50
3201,38111,Wrong Item,58
3202,71613,Late Delivery,32
3203,37776,Cold Food,10
3204,21795,Wrong Item,68
3205,19319,Missing Item,4
3206,10395,Cold Food,30
3207,54202,Wrong Item,14
3208,28438,Late Delivery,37
3209,56545,Late Delivery,23
3210,13770,Cold Food,3
3211,13172,Wrong Item,24
3212,75393,Missing Item,38
3213,5315,Cold Food,31
3214,4650,Late Delivery,36
3215,81498,Missing Item,10
3216,94084,Late Delivery,35
3217,76943,Wrong Item,18
3218,35570,Missing Item,71
3219,24665,Wrong Item,58
3220,77507,Wrong Item,8
3221,60927,Missing Item,38
3222,66378,Late Delivery,57
3223,44054,Wrong Item,39
3224,34584,Wrong Item,22
3225,17504,Cold Food,63
3226,98769,Missing Item,69
3227,30147,Late Delivery,8
3228,88273,Late Delivery,44
3229,40538,Wrong Item,57
3230,68265,Late Delivery,8
3231,7195,Late Delivery,26
3232,37125,Late Delivery,68
3233,59047,Cold Food,6
3234,42979,Late Delivery,21
3235,83484,Late Delivery,46
3236,23994,Missing Item,40
3237,12850,Cold Food,35
3238,30417,Missing Item,30
3239,89517,Cold Food,33
3240,79122,Wrong Item,3
3241,67569,Wrong Item,13
3242,25977,Cold Food,46
3243,75270,Late Delivery,38
3244,37093,Missing Item,9
3245,65802,Cold Food,27
3246,98365,Wrong Item,4
3247,58394,Wrong Item,41
3248,14847,Cold Food,20
3249,3778,Cold Food,42
3250,57983,Late Delivery,54
3251,17174,Missing Item,58
3252,73910,Late Delivery,66
3253,33809,Missing Item,4
3254,89129,Cold Food,60
3255,56254,Missing Item,62
3256,97626,Late Delivery,32
3257,79080,Late Delivery,61
3258,18061,Cold Food,46
3259,2806,Missing Item,65
3260,5171,Late Delivery,60
3261,64302,Missing Item,69
3262,4050,Missing Item,46
3263,29053,Cold Food,44
3264,86878,Wrong Item,44
3265,43199,Cold Food,9
3266,28213,Cold Food,67
3267,69299,Cold Food,33
3268,73955,Late Delivery,11
3269,87806,Cold Food,64
3270,87141,Late Delivery,21
3271,24538,Cold Food,45
3272,13168,Cold Food,64
3273,55780,Late Delivery,63
3274,58169,Wrong Item,44
3275,60842,Cold Food,9
3276,41669,Wrong Item,51
3277,57206,Wrong Item,7
3278,99696,Cold Food,17
3279,4684,Missing Item,29
3280,44649,Missing Item,19
3281,34027,Cold Food,48
3282,46898,Wrong Item,52
3283,60684,Wrong Item,1
3284,55150,Missing Item,18
3285,35177,Late Delivery,5
3286,88447,Missing Item,56
3287,66796,Wrong Item,21
3288,67488,Wrong Item,46
3289,86177,Cold Food,29
3290,56471,Missing Item,41
3291,86822,Missing Item,34
3292,19194,Cold Food,41
3293,13565,Wrong Item,64
3294,5186,Cold Food,65
3295,13327,Late Delivery,42
3296,24733,Missing Item,71
3297,65783,Cold Food,59
3298,24961,Cold Food,20
3299,53532,Missing Item,26
3300,51066,Late Delivery,52
3301,96398,Wrong Item,69
3302,99367,Cold Food,27
3303,92702,Missing Item,10
3304,59273,Wrong Item,55
3305,72952,Wrong Item,28
3306,59265,Wrong Item,55
3307,29248,Late Delivery,55
3308,74160,Cold Food,22
3309,90495,Wrong Item,18
3310,95380,Wrong Item,63
3311,1631,Late Delivery,38
3312,99605,Wrong Item,24
3313,13055,Wrong Item,42
3314,9303,Cold Food,28
3315,56758,Missing Item,43
3316,68449,Missing Item,27
3317,48868,Wrong Item,3
3318,66442,Missing Item,2
3319,50139,Missing Item,39
3320,64709,Late Delivery,58
3321,82769,Wrong Item,47
3322,55312,Cold Food,23
3323,87412,Cold Food,25
3324,27168,Wrong Item,48
3325,25632,Cold Food,69
3326,86447,Cold Food,46
3327,92348,Wrong Item,15
3328,59058,Wrong Item,57
3329,28651,Late Delivery,13
3330,50538,Wrong Item,13
3331,38618,Cold Food,49
3332,87889,Cold Food,57
3333,11218,Missing Item,5
3334,87193,Wrong Item,59
3335,19155,Missing Item,36
3336,578,Late Delivery,57
3337,21585,Cold Food,47
3338,12349,Late Delivery,22
3339,62613,Late Delivery,53
3340,6469,Late Delivery,66
3341,66652,Cold Food,44
3342,74074,Missing Item,12
3343,69498,Cold Food,16
3344,88848,Missing Item,62
3345,11642,Cold Food,51
3346,6527,Wrong Item,48
3347,85010,Missing Item,50
3348,21282,Missing Item,46
3349,93271,Late Delivery,8
3350,2225,Missing Item,26
3351,1751,Cold Food,28
3352,71513,Late Delivery,35
3353,97146,Late Delivery,38
3354,60800,Cold Food,45
3355,82905,Cold Food,33
3356,7056,Wrong Item,26
3357,21936,Cold Food,35
3358,26814,Late Delivery,58
3359,26478,Cold Food,53
3360,22815,Wrong Item,9
3361,68074,Missing Item,52
3362,77888,Late Delivery,51
3363,90392,Wrong Item,51
3364,7855,Missing Item,22
3365,33884,Late Delivery,42
3366,86381,Cold Food,6
3367,69909,Cold Food,14
3368,2625,Missing Item,36
3369,85835,Late Delivery,5
3370,80759,Missing Item,32
3371,32804,Cold Food,46
3372,82741,Late Delivery,9
3373,36437,Late Delivery,55
3374,9243,Cold Food,21
3375,47542,Cold Food,60
3376,38904,Wrong Item,56
3377,47279,Missing Item,25
3378,83563,Wrong Item,51
3379,78365,Missing Item,44
3380,42643,Late Delivery,21
3381,96468,Late Delivery,26
3382,47008,Wrong Item,44
3383,49392,Cold Food,53
3384,60787,Missing Item,36
3385,48505,Missing Item,35
3386,23791,Cold Food,18
3387,83537,Missing Item,4
3388,32612,Missing Item,33
3389,55265,Cold Food,5
3390,95208,Wrong Item,53
3391,86318,Cold Food,7
3392,82192,Cold Food,14
3393,8904,Missing Item,14
3394,27488,Wrong Item,61
3395,24426,Missing Item,59
3396,67571,Cold Food,18
3397,4409,Wrong Item,11
3398,90205,Cold Food,12
3399,57205,Cold Food,25
3400,87804,Late Delivery,31
3401,90373,Cold Food,22
3402,62536,Wrong Item,37
3403,67886,Cold Food,69
3404,88139,Late Delivery,8
3405,3818,Wrong Item,19
3406,92796,Cold Food,1
3407,24832,Cold Food,62
3408,70291,Cold Food,45
3409,22778,Missing Item,17
3410,19584,Cold Food,63
3411,15468,Late Delivery,57
3412,11296,Cold Food,45
3413,39995,Late Delivery,60
3414,58325,Late Delivery,63
3415,3675,Wrong Item,64
3416,84978,Missing Item,50
3417,56241,Late Delivery,37
3418,62251,Wrong Item,3
3419,19617,Missing Item,47
3420,63332,Wrong Item,2
3421,98964,Wrong Item,44
3422,80946,Cold Food,16
3423,55574,Late Delivery,10
3424,71630,Wrong Item,20
3425,42918,Cold Food,2
3426,90722,Wrong Item,55
3427,1121,Missing Item,8
3428,65583,Wrong Item,49
3429,59456,Missing Item,60
3430,65384,Wrong Item,31
3431,11545,Wrong Item,62
3432,45629,Cold Food,48
3433,43448,Wrong Item,44
3434,40853,Wrong Item,3
3435,42160,Missing Item,17
3436,95960,Cold Food,42
3437,65972,Wrong Item,66
3438,93665,Late Delivery,1
3439,45793,Wrong Item,12
3440,49572,Cold Food,13
3441,79942,Wrong Item,10
3442,44987,Cold Food,17
3443,84809,Cold Food,6
3444,70220,Wrong Item,62
3445,40898,Cold Food,33
3446,44726,Late Delivery,39
3447,63640,Wrong Item,66
3448,55471,Late Delivery,42
3449,40969,Late Delivery,65
3450,11057,Late Delivery,15
3451,95157,Wrong Item,53
3452,89321,Late Delivery,4
3453,69708,Cold Food,7
3454,27115,Missing Item,16
3455,23384,Missing Item,65
3456,62102,Wrong Item,28
3457,66578,Missing Item,21
3458,46130,Late Delivery,9
3459,62132,Wrong Item,24
3460,53367,Missing Item,33
3461,20679,Wrong Item,6
3462,99792,Missing Item,51
3463,7863,Late Delivery,28
3464,26658,Late Delivery,41
3465,28100,Cold Food,20
3466,52648,Cold Food,18
3467,35483,Missing Item,47
3468,61137,Missing Item,55
3469,71490,Cold Food,8
3470,31882,Wrong Item,66
3471,80116,Missing Item,40
3472,41046,Missing Item,6
3473,24958,Missing Item,55
3474,75785,Wrong Item,3
3475,95790,Wrong Item,5
3476,19279,Wrong Item,71
3477,43903,Cold Food,2
3478,44156,Wrong Item,25
3479,58078,Cold Food,59
3480,90589,Late Delivery,19
3481,12921,Wrong Item,66
3482,42370,Wrong Item,60
3483,49476,Cold Food,12
3484,45257,Cold Food,27
3485,37746,Late Delivery,3
3486,99975,Missing Item,31
3487,13420,Wrong Item,18
3488,31034,Wrong Item,31
3489,50483,Wrong Item,33
3490,51976,Late Delivery,60
3491,12161,Cold Food,40
3492,85544,Wrong Item,70
3493,36076,Wrong Item,32
3494,91646,Wrong Item,64
3495,50121,Wrong Item,53
3496,18930,Late Delivery,1
3497,1955,Late Delivery,57
3498,69602,Missing Item,14
3499,11588,Late Delivery,28
3500,21348,Missing Item,46
3501,55953,Late Delivery,4
3502,73291,Cold Food,2
3503,98470,Wrong Item,26
3504,89328,Cold Food,7
3505,59012,Cold Food,62
3506,68469,Missing Item,37
3507,28978,Missing Item,67
3508,7425,Wrong Item,24
3509,48931,Missing Item,25
3510,42246,Wrong Item,54
3511,47866,Missing Item,25
3512,79888,Late Delivery,19
3513,45764,Cold Food,24
3514,72669,Wrong Item,37
3515,13011,Late Delivery,26
3516,67538,Wrong Item,44
3517,47458,Wrong Item,48
3518,49533,Wrong Item,38
3519,58002,Late Delivery,60
3520,45516,Late Delivery,59
3521,19451,Wrong Item,21
3522,92346,Missing Item,38
3523,19450,Cold Food,33
3524,71040,Cold Food,54
3525,65735,Missing Item,5
3526,47587,Missing Item,23
3527,72039,Wrong Item,40
3528,92496,Wrong Item,49
3529,81871,Wrong Item,40
3530,93264,Missing Item,64
3531,57906,Missing Item,30
3532,73353,Wrong Item,23
3533,66997,Late Delivery,55
3534,13070,Late Delivery,52
3535,99657,Late Delivery,61
3536,33587,Late Delivery,2
3537,54676,Wrong Item,24
3538,57657,Late Delivery,71
3539,39530,Wrong Item,23
3540,16557,Cold Food,67
3541,10014,Cold Food,41
3542,62761,Cold Food,16
3543,14928,Missing Item,63
3544,74112,Missing Item,51
3545,16625,Wrong Item,34
3546,49783,Late Delivery,58
3547,56212,Cold Food,49
3548,51697,Cold Food,26
3549,55106,Wrong Item,64
3550,53467,Late Delivery,64
3551,52476,Cold Food,71
3552,32937,Missing Item,13
3553,94518,Cold Food,20
3554,8329,Wrong Item,25
3555,14148,Cold Food,68
3556,40794,Late Delivery,52
3557,52916,Cold Food,54
3558,71914,Wrong Item,59
3559,78531,Wrong Item,43
3560,93332,Late Delivery,55
3561,95528,Cold Food,18
3562,3994,Cold Food,25
3563,63601,Late Delivery,60
3564,45169,Missing Item,47
3565,28232,Cold Food,5
3566,71366,Cold Food,11
3567,32901,Cold Food,24
3568,45863,Wrong Item,70
3569,58197,Cold Food,47
3570,11566,Cold Food,13
3571,33296,Missing Item,71
3572,56727,Missing Item,39
3573,60679,Late Delivery,31
3574,73749,Late Delivery,7
3575,53104,Wrong Item,3
3576,14834,Cold Food,66
3577,80921,Wrong Item,29
3578,10855,Wrong Item,17
3579,80999,Cold Food,44
3580,68238,Cold Food,53
3581,46985,Missing Item,6
3582,16939,Wrong Item,44
3583,49068,Wrong Item,71
3584,22231,Missing Item,8
3585,35421,Late Delivery,67
3586,99134,Wrong Item,60
3587,84788,Late Delivery,18
3588,6927,Missing Item,30
3589,56381,Cold Food,1
3590,31271,Late Delivery,30
3591,85061,Late Delivery,4
3592,34213,Late Delivery,23
3593,16311,Late Delivery,46
3594,7161,Cold Food,17
3595,88490,Cold Food,55
3596,53428,Missing Item,20
3597,75143,Cold Food,46
3598,69688,Wrong Item,48
3599,43333,Wrong Item,16
3600,64597,Late Delivery,62
3601,75900,Late Delivery,60
3602,94807,Cold Food,49
3603,70223,Missing Item,46
3604,70928,Late Delivery,9
3605,72131,Wrong Item,67
3606,2090,Wrong Item,71
3607,36652,Cold Food,68
3608,44430,Cold Food,42
3609,59034,Late Delivery,25
3610,75259,Cold Food,38
3611,16655,Wrong Item,67
3612,66300,Missing Item,55
3613,22788,Missing Item,51
3614,59710,Missing Item,61
3615,82017,Missing Item,66
3616,99299,Cold Food,27
3617,83650,Late Delivery,3
3618,64236,Missing Item,58
3619,22621,Missing Item,56
3620,74723,Missing Item,67
3621,59717,Missing Item,13
3622,32926,Wrong Item,67
3623,80154,Cold Food,51
3624,34301,Missing Item,46
3625,98626,Late Delivery,8
3626,26940,Wrong Item,52
3627,1453,Late Delivery,29
3628,57491,Missing Item,20
3629,85035,Late Delivery,5
3630,87736,Late Delivery,55
3631,23454,Missing Item,24
3632,59837,Wrong Item,43
3633,23888,Cold Food,6
3634,49446,Wrong Item,43
3635,24019,Wrong Item,52
3636,28450,Cold Food,54
3637,52110,Wrong Item,57
3638,8481,Cold Food,58
3639,77261,Missing Item,24
3640,33498,Cold Food,16
3641,48800,Late Delivery,28
3642,58845,Late Delivery,7
3643,74461,Cold Food,13
3644,37671,Wrong Item,65
3645,68817,Cold Food,70
3646,87973,Wrong Item,20
3647,67006,Cold Food,16
3648,43005,Wrong Item,63
3649,85557,Wrong Item,60
3650,44326,Late Delivery,14
3651,55619,Missing Item,20
3652,61310,Late Delivery,19
3653,93240,Cold Food,54
3654,10337,Wrong Item,44
3655,83748,Cold Food,51
3656,54062,Late Delivery,27
3657,18750,Wrong Item,64
3658,28973,Wrong Item,54
3659,24056,Wrong Item,15
3660,16361,Cold Food,25
3661,10338,Cold Food,3
3662,84888,Late Delivery,41
3663,59839,Missing Item,49
3664,98329,Cold Food,8
3665,82332,Wrong Item,53
3666,31472,Late Delivery,47
3667,56436,Late Delivery,26
3668,84581,Cold Food,47
3669,87012,Cold Food,59
3670,87488,Missing Item,59
3671,68948,Missing Item,26
3672,63358,Wrong Item,33
3673,95505,Late Delivery,47
3674,48507,Cold Food,3
3675,23938,Wrong Item,24
3676,92497,Cold Food,5
3677,50055,Wrong Item,13
3678,56108,Cold Food,5
3679,81933,Late Delivery,6
3680,67035,Missing Item,1
3681,42304,Wrong Item,34
3682,66670,Wrong Item,46
3683,53055,Cold Food,1
3684,15900,Missing Item,62
3685,53552,Wrong Item,35
3686,79378,Wrong Item,31
3687,48239,Late Delivery,50
3688,37694,Wrong Item,36
3689,37633,Cold Food,5
3690,14802,Late Delivery,69
3691,1816,Late Delivery,56
3692,33751,Missing Item,53
3693,46375,Missing Item,49
3694,75653,Late Delivery,3
3695,64363,Cold Food,41
3696,38525,Wrong Item,22
3697,48301,Late Delivery,17
3698,17412,Wrong Item,56
3699,50069,Wrong Item,10
3700,29194,Wrong Item,33
3701,56965,Cold Food,63
3702,25336,Cold Food,29
3703,95952,Late Delivery,39
3704,28752,Missing Item,41
3705,68230,Cold Food,44
3706,52815,Wrong Item,56
3707,83087,Cold Food,41
3708,27345,Cold Food,60
3709,21416,Cold Food,1
3710,43026,Missing Item,56
3711,57306,Wrong Item,9
3712,65075,Wrong Item,13
3713,38162,Late Delivery,25
3714,82393,Cold Food,8
3715,94448,Late Delivery,31
3716,45410,Late Delivery,11
3717,1320,Cold Food,37
3718,62146,Missing Item,32
3719,53928,Missing Item,63
3720,64229,Wrong Item,9
3721,28338,Late Delivery,29
3722,61270,Missing Item,19
3723,34681,Missing Item,18
3724,86027,Late Delivery,10
3725,49822,Missing Item,58
3726,7404,Cold Food,38
3727,18643,Cold Food,66
3728,32175,Cold Food,51
3729,95067,Missing Item,15
3730,8179,Missing Item,32
3731,43883,Late Delivery,57
3732,36360,Wrong Item,44
3733,70278,Wrong Item,36
3734,81878,Late Delivery,4
3735,95711,Late Delivery,40
3736,63895,Wrong Item,19
3737,65102,Late Delivery,44
3738,7644,Wrong Item,7
3739,66496,Cold Food,16
3740,88416,Late Delivery,30
3741,4389,Cold Food,62
3742,45751,Wrong Item,39
3743,79552,Missing Item,18
3744,43488,Wrong Item,67
3745,69578,Missing Item,40
3746,52911,Late Delivery,27
3747,52038,Late Delivery,2
3748,68483,Cold Food,55
3749,11586,Missing Item,49
3750,38911,Cold Food,15
3751,83140,Cold Food,53
3752,39908,Cold Food,60
3753,17490,Wrong Item,61
3754,33563,Wrong Item,39
3755,31288,Late Delivery,10
3756,50040,Cold Food,71
3757,4238,Wrong Item,7
3758,17655,Cold Food,11
3759,11131,Missing Item,52
3760,31362,Cold Food,21
3761,79383,Late Delivery,61
3762,66569,Missing Item,6
3763,26376,Cold Food,65
3764,91726,Cold Food,45
3765,73155,Wrong Item,63
3766,36067,Cold Food,35
3767,37600,Cold Food,8
3768,7813,Missing Item,27
3769,40655,Wrong Item,35
3770,78120,Wrong Item,28
3771,54411,Late Delivery,60
3772,36527,Cold Food,4
3773,29804,Missing Item,11
3774,94095,Cold Food,2
3775,91745,Late Delivery,31
3776,15589,Cold Food,22
3777,70065,Cold Food,2
3778,72636,Missing Item,21
3779,38575,Wrong Item,17
3780,55737,Late Delivery,20
3781,15341,Missing Item,16
3782,66801,Missing Item,16
3783,52745,Wrong Item,12
3784,6241,Cold Food,23
3785,87132,Cold Food,43
3786,27582,Cold Food,30
3787,54396,Missing Item,17
3788,50137,Late Delivery,7
3789,11061,Wrong Item,37
3790,79964,Wrong Item,29
3791,28931,Late Delivery,11
3792,42068,Missing Item,49
3793,58340,Cold Food,18
3794,48226,Wrong Item,59
3795,33315,Wrong Item,22
3796,99520,Cold Food,9
3797,74795,Cold Food,46
3798,38311,Wrong Item,31
3799,4686,Wrong Item,70
3800,31240,Cold Food,18
3801,21961,Missing Item,46
3802,20818,Cold Food,6
3803,91070,Late Delivery,27
3804,73967,Late Delivery,12
3805,96746,Wrong Item,30
3806,22415,Wrong Item,8
3807,94951,Wrong Item,57
3808,90950,Late Delivery,42
3809,91114,Missing Item,6
3810,37813,Late Delivery,18
3811,48047,Wrong Item,44
3812,67796,Wrong Item,19
3813,62014,Late Delivery,52
3814,56834,Cold Food,20
3815,82975,Late Delivery,19
3816,21505,Wrong Item,31
3817,96231,Late Delivery,13
3818,15566,Late Delivery,50
3819,64310,Wrong Item,60
3820,34606,Wrong Item,13
3821,23687,Missing Item,24
3822,4049,Missing Item,65
3823,56843,Late Delivery,38
3824,16765,Missing Item,2
3825,42170,Late Delivery,45
3826,93376,Late Delivery,4
3827,24767,Wrong Item,12
3828,92832,Wrong Item,26
3829,32097,Missing Item,54
3830,86441,Cold Food,22
3831,33754,Late Delivery,70
3832,53607,Late Delivery,46
3833,92511,Late Delivery,29
3834,91899,Missing Item,42
3835,82810,Late Delivery,44
3836,41430,Cold Food,36
3837,49944,Late Delivery,69
3838,93524,Late Delivery,57
3839,89462,Late Delivery,51
3840,27441,Late Delivery,9
3841,57536,Missing Item,62
3842,1849,Cold Food,56
3843,20614,Wrong Item,35
3844,98202,Missing Item,1
3845,93758,Wrong Item,38
3846,23795,Missing Item,46
3847,73787,Wrong Item,10
3848,74862,Missing Item,18
3849,73739,Wrong Item,30
3850,43429,Wrong Item,42
3851,81071,Late Delivery,50
3852,15475,Cold Food,66
3853,41530,Missing Item,70
3854,94146,Late Delivery,49
3855,43728,Wrong Item,21
3856,6785,Wrong Item,60
3857,25457,Wrong Item,43
3858,35884,Missing Item,70
3859,41268,Late Delivery,24
3860,60153,Wrong Item,47
3861,76885,Late Delivery,4
3862,17685,Late Delivery,24
3863,21216,Wrong Item,7
3864,46549,Late Delivery,3
3865,57885,Wrong Item,3
3866,79166,Missing Item,10
3867,28712,Wrong Item,1
3868,3176,Missing Item,22
3869,25711,Wrong Item,31
3870,24126,Late Delivery,59
3871,47520,Cold Food,20
3872,14233,Missing Item,6
3873,3203,Wrong Item,9
3874,60648,Missing Item,10
3875,49707,Missing Item,31
3876,11561,Missing Item,50
3877,11204,Missing Item,44
3878,63527,Missing Item,14
3879,10122,Missing Item,41
3880,90777,Missing Item,24
3881,78134,Cold Food,68
3882,69714,Wrong Item,62
3883,83406,Cold Food,56
3884,43211,Missing Item,68
3885,63641,Late Delivery,1
3886,86054,Missing Item,57
3887,64234,Cold Food,63
3888,4474,Missing Item,53
3889,81869,Missing Item,18
3890,97220,Missing Item,2
3891,9508,Late Delivery,44
3892,45665,Cold Food,52
3893,76699,Wrong Item,68
3894,68405,Missing Item,53
3895,67031,Late Delivery,18
3896,35582,Cold Food,2
3897,59666,Cold Food,59
3898,41414,Missing Item,30
3899,75581,Cold Food,34
3900,10919,Cold Food,17
3901,58722,Wrong Item,19
3902,89589,Wrong Item,65
3903,54207,Cold Food,65
3904,2157,Wrong Item,38
3905,50831,Missing Item,24
3906,48404,Missing Item,9
3907,557,Late Delivery,23
3908,6771,Missing Item,9
3909,99354,Wrong Item,51
3910,58350,Wrong Item,51
3911,90522,Missing Item,48
3912,99456,Cold Food,17
3913,28103,Wrong Item,48
3914,13723,Cold Food,13
3915,37541,Cold Food,19
3916,39968,Missing Item,53
3917,96954,Late Delivery,13
3918,97592,Late Delivery,65
3919,62552,Missing Item,51
3920,48694,Wrong Item,57
3921,69187,Late Delivery,56
3922,10625,Wrong Item,48
3923,99040,Late Delivery,57
3924,62960,Late Delivery,6
